"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"50v-10","easy","Feasible","0.025785","1","2957124.812235","3311.1799841","0.998880"
"pg","easy","Feasible","3.882243","1","-7918.627409","-8674.34260712","0.087121"
"mc11","easy","Feasible","5.815569","1","28627.000000","11688.99999999966","0.591679"
"gmu-35-40","easy","Feasible","67.375812","3","-2257701.081500","-2406733.3688","0.061923"
"neos-4954672-berkel","easy","Feasible","8.698074","1","3101788.000000","2612710","0.157676"
"mik-250-20-75-4","easy","Feasible","0.258970","2","76200.000000","-52301","1.000000"
"mcsched","easy","Solution not found (iteration limit exceded)","7.093444","20"," / ","211913"," / "
"pg5_34","easy","Feasible","2.651129","1","-13734.527355","-14339.35345","0.042179"
"n5-3","easy","Feasible","0.130016","1","5722165.000000","8104.999999993999","0.998584"
"lotsize","easy","Feasible","73.222089","3","1759700.000000","1480195","0.158837"
"ran14x18-disj-8","easy","Feasible","0.062414","1","9450.000000","3712","0.607196"
"rococoC10-001000","easy","Feasible","7.805402","10","35257.000000","11460","0.674958"
"gmu-35-50","easy","Feasible","132.951406","4","-2328732.036300","-2607958.33","0.107067"
"b1c1s1","easy","Feasible","30.098764","1","31444.570000","24544.25","0.219444"
"uct-subprob","easy","Feasible","7.984095","2","333.000000","314","0.057057"
"neos17","easy","Feasible","0.917440","2","0.286978","0.1500025774","0.477303"
